time,open,high,low,close,tick_volume,spread,real_volume
2026-01-07 13:00:00,1.16886,1.16924,1.16852,1.16894,2531,0,0
2026-01-07 14:00:00,1.16894,1.16914,1.16812,1.16877,2710,0,0
2026-01-07 15:00:00,1.16877,1.16948,1.16826,1.1691799999999999,4155,0,0
2026-01-07 16:00:00,1.1691799999999999,1.16983,1.1687,1.16963,4265,0,0
2026-01-07 17:00:00,1.16963,1.16988,1.16802,1.16903,6553,0,0
2026-01-07 18:00:00,1.16903,1.16933,1.1682299999999999,1.16892,3253,0,0
2026-01-07 19:00:00,1.16892,1.16948,1.16863,1.16881,2813,0,0
2026-01-07 20:00:00,1.16881,1.16906,1.16826,1.16831,2161,0,0
2026-01-07 21:00:00,1.16831,1.16854,1.16787,1.16822,2474,0,0
2026-01-07 22:00:00,1.16822,1.16838,1.16788,1.16788,1991,1,0
2026-01-07 23:00:00,1.16788,1.16791,1.16736,1.1675200000000001,973,1,0
2026-01-08 00:00:00,1.16738,1.16774,1.16726,1.16768,251,2,0
2026-01-08 01:00:00,1.16768,1.16776,1.16751,1.1677,692,0,0
2026-01-08 02:00:00,1.1677,1.16781,1.16757,1.16757,1765,0,0
2026-01-08 03:00:00,1.16757,1.16781,1.16728,1.1675,2250,0,0
2026-01-08 04:00:00,1.1675,1.16807,1.16726,1.16803,2345,0,0
2026-01-08 05:00:00,1.16803,1.16829,1.16789,1.16801,2146,0,0
2026-01-08 06:00:00,1.16801,1.16812,1.16778,1.16806,1579,0,0
2026-01-08 07:00:00,1.16806,1.16829,1.16774,1.16824,1886,0,0
2026-01-08 08:00:00,1.16824,1.1683,1.16749,1.16816,2853,0,0
2026-01-08 09:00:00,1.16816,1.16828,1.16769,1.16778,2677,0,0
2026-01-08 10:00:00,1.16778,1.16791,1.1669100000000001,1.16715,3443,0,0
2026-01-08 11:00:00,1.16715,1.16769,1.16694,1.16767,2947,0,0
2026-01-08 12:00:00,1.16767,1.16821,1.16756,1.16798,2725,0,0
2026-01-08 13:00:00,1.16798,1.16804,1.16753,1.16775,2173,0,0
2026-01-08 14:00:00,1.16775,1.16778,1.16699,1.16732,2591,0,0
2026-01-08 15:00:00,1.16732,1.16778,1.16586,1.16629,3909,0,0
2026-01-08 16:00:00,1.16629,1.16667,1.16561,1.16645,4295,0,0
2026-01-08 17:00:00,1.16645,1.16738,1.16607,1.1666400000000001,4441,0,0
2026-01-08 18:00:00,1.1666400000000001,1.16677,1.16526,1.16547,3878,0,0
2026-01-08 19:00:00,1.16547,1.16559,1.16437,1.16506,3364,0,0
2026-01-08 20:00:00,1.16506,1.16534,1.16449,1.16454,2558,0,0
2026-01-08 21:00:00,1.16454,1.16507,1.16428,1.16501,2053,0,0
2026-01-08 22:00:00,1.16501,1.16545,1.16498,1.16511,1863,1,0
2026-01-08 23:00:00,1.16511,1.16626,1.16506,1.1659,1498,1,0
2026-01-09 00:00:00,1.16492,1.16598,1.16492,1.16587,304,3,0
2026-01-09 01:00:00,1.16586,1.16621,1.16565,1.16581,846,0,0
2026-01-09 02:00:00,1.16581,1.16581,1.16536,1.16539,1728,0,0
2026-01-09 03:00:00,1.16539,1.16573,1.16485,1.16491,2283,0,0
2026-01-09 04:00:00,1.16491,1.16547,1.1646,1.16543,2276,0,0
2026-01-09 05:00:00,1.16543,1.16591,1.16536,1.16564,1843,0,0
2026-01-09 06:00:00,1.16564,1.16571,1.16521,1.1654200000000001,1579,0,0
2026-01-09 07:00:00,1.1654200000000001,1.16564,1.16501,1.16509,1761,0,0
2026-01-09 08:00:00,1.16509,1.16529,1.1648399999999999,1.16492,2063,0,0
2026-01-09 09:00:00,1.16492,1.16507,1.16401,1.16506,2846,0,0
2026-01-09 10:00:00,1.16506,1.16529,1.16413,1.16488,3328,0,0
2026-01-09 11:00:00,1.16488,1.16503,1.1642299999999999,1.16426,2325,0,0
2026-01-09 12:00:00,1.16426,1.1647,1.16371,1.16469,2257,0,0
2026-01-09 13:00:00,1.16469,1.16471,1.16417,1.1646,2105,0,0
2026-01-09 14:00:00,1.1646,1.16461,1.16398,1.16415,2772,0,0
2026-01-09 15:00:00,1.16415,1.16607,1.16252,1.16451,7067,0,0
2026-01-09 16:00:00,1.16451,1.16525,1.163,1.16367,7181,0,0
2026-01-09 17:00:00,1.16367,1.16409,1.16183,1.16405,6402,0,0
2026-01-09 18:00:00,1.16405,1.16432,1.16281,1.16334,4167,0,0
2026-01-09 19:00:00,1.16334,1.16346,1.16277,1.16319,3185,0,0
2026-01-09 20:00:00,1.16319,1.16401,1.16311,1.16339,2461,0,0
2026-01-09 21:00:00,1.16339,1.16388,1.1633,1.16347,2046,0,0
2026-01-09 22:00:00,1.16347,1.16377,1.16339,1.16345,1250,1,0
2026-01-09 23:00:00,1.16345,1.16369,1.16295,1.16334,974,1,0
2026-01-12 00:00:00,1.16276,1.16337,1.16275,1.16293,420,19,0
2026-01-12 01:00:00,1.16293,1.16337,1.16232,1.16237,698,0,0
2026-01-12 02:00:00,1.16237,1.1665,1.16218,1.16648,4234,0,0
2026-01-12 03:00:00,1.16648,1.16713,1.16558,1.16562,3687,0,0
2026-01-12 04:00:00,1.16562,1.16643,1.1654200000000001,1.16549,2325,0,0
2026-01-12 05:00:00,1.16549,1.16593,1.16549,1.16553,1824,0,0
2026-01-12 06:00:00,1.16553,1.16584,1.1653,1.16557,1571,0,0
2026-01-12 07:00:00,1.16557,1.16711,1.16557,1.16692,2090,0,0
2026-01-12 08:00:00,1.16692,1.1673,1.1663999999999999,1.16698,2328,0,0
2026-01-12 09:00:00,1.16698,1.16876,1.16687,1.16848,3855,0,0
2026-01-12 10:00:00,1.16848,1.1691799999999999,1.1676199999999999,1.16883,4009,0,0
2026-01-12 11:00:00,1.16883,1.16957,1.16811,1.16818,3113,0,0
2026-01-12 12:00:00,1.16818,1.16855,1.16761,1.16854,2934,0,0
2026-01-12 13:00:00,1.16854,1.16895,1.16758,1.16788,2799,0,0
2026-01-12 14:00:00,1.16788,1.16875,1.16771,1.16814,3116,0,0
2026-01-12 15:00:00,1.16814,1.16984,1.1678,1.1693,4143,0,0
2026-01-12 16:00:00,1.1693,1.1693,1.16741,1.1677,5042,0,0
